"ClaimID","ClaimSize"
"CLM64481","100K-lessthan200K"
"CLM59400","lessthan100K"
"CLM63151","lessthan100K"
"CLM64916","100K-lessthan200K"
"CLM58214","200KandAbove"
"CLM57650","lessthan100K"
"CLM64939","lessthan100K"
"CLM62909","lessthan100K"
"CLM61075","lessthan100K"
"CLM62465","200KandAbove"
"CLM63253","200KandAbove"
"CLM55289","lessthan100K"
"CLM68003","lessthan100K"
"CLM54267","200KandAbove"
"CLM66440","100K-lessthan200K"
"CLM55440","200KandAbove"
"CLM59160","200KandAbove"
"CLM51601","200KandAbove"
"CLM64124","100K-lessthan200K"
"CLM57633","100K-lessthan200K"
"CLM58531","lessthan100K"
"CLM66240","100K-lessthan200K"
"CLM57381","100K-lessthan200K"
"CLM63205","lessthan100K"
"CLM63823","200KandAbove"
"CLM54395","200KandAbove"
"CLM51925","200KandAbove"
"CLM56424","100K-lessthan200K"
"CLM62187","200KandAbove"
"CLM63560","lessthan100K"
"CLM61682","100K-lessthan200K"
"CLM66274","100K-lessthan200K"
"CLM51058","100K-lessthan200K"
"CLM57189","lessthan100K"
"CLM61527","lessthan100K"
"CLM52621","lessthan100K"
"CLM68698","lessthan100K"
"CLM53430","100K-lessthan200K"
"CLM63186","lessthan100K"
"CLM67802","100K-lessthan200K"
"CLM56312","lessthan100K"
"CLM55359","100K-lessthan200K"
"CLM54981","100K-lessthan200K"
"CLM66629","100K-lessthan200K"
"CLM59127","100K-lessthan200K"
"CLM67812","lessthan100K"
"CLM65955","lessthan100K"
"CLM60950","100K-lessthan200K"
"CLM55291","lessthan100K"
"CLM66014","lessthan100K"
"CLM69578","lessthan100K"
"CLM51716","lessthan100K"
"CLM61349","100K-lessthan200K"
"CLM64929","lessthan100K"
"CLM52946","200KandAbove"
"CLM67915","200KandAbove"
"CLM51667","lessthan100K"
"CLM53786","100K-lessthan200K"
"CLM51379","200KandAbove"
"CLM57367","100K-lessthan200K"
"CLM62581","lessthan100K"
"CLM61706","100K-lessthan200K"
"CLM58937","lessthan100K"
"CLM52318","100K-lessthan200K"
"CLM69349","lessthan100K"
"CLM60145","200KandAbove"
"CLM62701","100K-lessthan200K"
"CLM67456","200KandAbove"
"CLM64092","200KandAbove"
"CLM61268","100K-lessthan200K"
"CLM65832","100K-lessthan200K"
"CLM57464","200KandAbove"
"CLM56030","lessthan100K"
"CLM62937","lessthan100K"
"CLM62338","lessthan100K"
"CLM58101","100K-lessthan200K"
"CLM69887","lessthan100K"
"CLM55985","100K-lessthan200K"
"CLM65916","lessthan100K"
"CLM61272","lessthan100K"
"CLM63674","lessthan100K"
"CLM62694","lessthan100K"
"CLM61814","lessthan100K"
"CLM62464","100K-lessthan200K"
"CLM54141","lessthan100K"
"CLM60750","lessthan100K"
"CLM63506","200KandAbove"
"CLM54853","100K-lessthan200K"
"CLM62272","lessthan100K"
"CLM52504","lessthan100K"
"CLM63012","lessthan100K"
"CLM66395","200KandAbove"
"CLM69222","lessthan100K"
"CLM61875","200KandAbove"
"CLM57844","lessthan100K"
"CLM53248","lessthan100K"
"CLM58647","lessthan100K"
"CLM52528","200KandAbove"
"CLM63284","lessthan100K"
"CLM56967","lessthan100K"
"CLM67392","lessthan100K"
"CLM57238","100K-lessthan200K"
"CLM54310","200KandAbove"
"CLM59717","lessthan100K"
"CLM57283","lessthan100K"
"CLM65040","100K-lessthan200K"
"CLM52524","200KandAbove"
"CLM52033","100K-lessthan200K"
"CLM67811","200KandAbove"
"CLM66231","100K-lessthan200K"
"CLM58203","lessthan100K"
"CLM61977","lessthan100K"
"CLM51588","lessthan100K"
"CLM58624","lessthan100K"
"CLM51743","100K-lessthan200K"
"CLM69169","lessthan100K"
"CLM65073","200KandAbove"
"CLM54187","100K-lessthan200K"
"CLM55590","200KandAbove"
"CLM65075","200KandAbove"
"CLM51522","200KandAbove"
"CLM63726","100K-lessthan200K"
"CLM58402","100K-lessthan200K"
"CLM52304","lessthan100K"
"CLM69383","lessthan100K"
"CLM54074","100K-lessthan200K"
"CLM63133","lessthan100K"
"CLM58018","lessthan100K"
"CLM61903","100K-lessthan200K"
"CLM68888","200KandAbove"
"CLM65335","200KandAbove"
"CLM51795","100K-lessthan200K"
"CLM54580","200KandAbove"
"CLM55256","200KandAbove"
"CLM63470","100K-lessthan200K"
"CLM57273","200KandAbove"
"CLM55528","lessthan100K"
"CLM52262","lessthan100K"
"CLM59130","lessthan100K"
"CLM58336","lessthan100K"
"CLM67503","100K-lessthan200K"
"CLM53310","lessthan100K"
"CLM64546","200KandAbove"
"CLM51480","200KandAbove"
"CLM63650","lessthan100K"
"CLM54715","lessthan100K"
"CLM53175","lessthan100K"
"CLM54096","lessthan100K"
"CLM54506","200KandAbove"
"CLM66170","100K-lessthan200K"
"CLM67056","lessthan100K"
"CLM56034","lessthan100K"
"CLM53227","lessthan100K"
"CLM61731","lessthan100K"
"CLM60495","100K-lessthan200K"
"CLM56585","200KandAbove"
"CLM64212","lessthan100K"
"CLM55597","100K-lessthan200K"
"CLM64728","100K-lessthan200K"
"CLM53224","lessthan100K"
"CLM64987","lessthan100K"
"CLM52090","lessthan100K"
"CLM58062","100K-lessthan200K"
"CLM62035","lessthan100K"
"CLM54340","lessthan100K"
"CLM66290","200KandAbove"
"CLM57154","lessthan100K"
"CLM61158","lessthan100K"
"CLM53977","100K-lessthan200K"
"CLM61692","lessthan100K"
"CLM62915","100K-lessthan200K"
"CLM59038","200KandAbove"
"CLM65087","200KandAbove"
"CLM64488","lessthan100K"
"CLM66943","lessthan100K"
"CLM61811","lessthan100K"
"CLM61422","100K-lessthan200K"
"CLM51732","100K-lessthan200K"
"CLM54094","lessthan100K"
"CLM51529","200KandAbove"
"CLM64731","lessthan100K"
"CLM57879","100K-lessthan200K"
"CLM64243","lessthan100K"
"CLM53458","lessthan100K"
"CLM57576","lessthan100K"
"CLM67457","lessthan100K"
"CLM51967","100K-lessthan200K"
"CLM56352","lessthan100K"
"CLM63583","lessthan100K"
"CLM64614","200KandAbove"
"CLM65101","100K-lessthan200K"
"CLM69066","200KandAbove"
"CLM57219","100K-lessthan200K"
"CLM67296","200KandAbove"
"CLM62402","lessthan100K"
"CLM57833","200KandAbove"
"CLM57336","lessthan100K"
"CLM54410","lessthan100K"
"CLM63182","lessthan100K"
"CLM67977","lessthan100K"
"CLM58338","lessthan100K"
"CLM52348","100K-lessthan200K"
"CLM56911","100K-lessthan200K"
"CLM65484","200KandAbove"
"CLM59811","200KandAbove"
"CLM51499","lessthan100K"
"CLM57286","lessthan100K"
"CLM52835","100K-lessthan200K"
"CLM55486","lessthan100K"
"CLM62641","100K-lessthan200K"
"CLM68606","lessthan100K"
"CLM61264","lessthan100K"
"CLM59035","lessthan100K"
"CLM64061","lessthan100K"
"CLM60416","200KandAbove"
"CLM53782","100K-lessthan200K"
"CLM68911","200KandAbove"
"CLM68418","lessthan100K"
"CLM52411","lessthan100K"
"CLM64607","100K-lessthan200K"
"CLM68327","lessthan100K"
"CLM62599","lessthan100K"
"CLM62900","lessthan100K"
"CLM66962","lessthan100K"
"CLM66533","lessthan100K"
"CLM53292","lessthan100K"
"CLM61747","lessthan100K"
"CLM51536","100K-lessthan200K"
"CLM58991","100K-lessthan200K"
"CLM63787","200KandAbove"
"CLM57127","100K-lessthan200K"
"CLM66321","lessthan100K"
"CLM61674","lessthan100K"
"CLM57991","lessthan100K"
"CLM64548","100K-lessthan200K"
"CLM63998","200KandAbove"
"CLM57898","200KandAbove"
"CLM69385","lessthan100K"
"CLM60125","200KandAbove"
"CLM64908","100K-lessthan200K"
"CLM60461","lessthan100K"
"CLM61417","100K-lessthan200K"
"CLM63385","lessthan100K"
"CLM70105","100K-lessthan200K"
"CLM68633","lessthan100K"
"CLM52529","100K-lessthan200K"
"CLM60846","lessthan100K"
"CLM54888","lessthan100K"
"CLM58580","200KandAbove"
"CLM55582","lessthan100K"
"CLM65821","lessthan100K"
"CLM57451","lessthan100K"
"CLM60122","100K-lessthan200K"
"CLM52305","100K-lessthan200K"
"CLM66209","200KandAbove"
"CLM62870","100K-lessthan200K"
"CLM58668","200KandAbove"
"CLM53934","lessthan100K"
"CLM62781","200KandAbove"
"CLM60913","lessthan100K"
"CLM69396","lessthan100K"
"CLM51860","200KandAbove"
"CLM58342","lessthan100K"
"CLM53918","lessthan100K"
"CLM58922","100K-lessthan200K"
"CLM66830","100K-lessthan200K"
"CLM54614","100K-lessthan200K"
"CLM62486","lessthan100K"
"CLM53420","lessthan100K"
"CLM59474","lessthan100K"
"CLM64353","lessthan100K"
"CLM53045","200KandAbove"
"CLM64210","lessthan100K"
"CLM69834","200KandAbove"
"CLM68672","lessthan100K"
"CLM53638","lessthan100K"
"CLM61704","200KandAbove"
"CLM61914","100K-lessthan200K"
"CLM53142","lessthan100K"
"CLM66779","lessthan100K"
"CLM53362","200KandAbove"
"CLM66169","100K-lessthan200K"
"CLM62280","100K-lessthan200K"
"CLM69010","lessthan100K"
"CLM54967","lessthan100K"
"CLM56489","lessthan100K"
"CLM64522","lessthan100K"
"CLM65837","lessthan100K"
"CLM59297","lessthan100K"
"CLM65297","200KandAbove"
"CLM69496","200KandAbove"
"CLM69702","lessthan100K"
"CLM55833","lessthan100K"
"CLM66505","200KandAbove"
"CLM53009","lessthan100K"
"CLM61949","100K-lessthan200K"
"CLM64193","lessthan100K"
"CLM54480","lessthan100K"
"CLM60559","lessthan100K"
"CLM53602","lessthan100K"
"CLM57524","lessthan100K"
"CLM54843","lessthan100K"
"CLM59487","200KandAbove"
"CLM61792","100K-lessthan200K"
"CLM65597","100K-lessthan200K"
"CLM56353","200KandAbove"
"CLM67898","lessthan100K"
"CLM67310","200KandAbove"
"CLM69857","100K-lessthan200K"
"CLM70209","100K-lessthan200K"
"CLM55305","lessthan100K"
"CLM65849","200KandAbove"
"CLM68313","lessthan100K"
"CLM59061","lessthan100K"
"CLM63759","100K-lessthan200K"
"CLM64468","200KandAbove"
"CLM60262","lessthan100K"
"CLM54887","lessthan100K"
"CLM60354","200KandAbove"
"CLM53210","lessthan100K"
"CLM67718","lessthan100K"
"CLM52506","100K-lessthan200K"
"CLM55900","200KandAbove"
"CLM67717","200KandAbove"
"CLM54296","200KandAbove"
"CLM57344","lessthan100K"
"CLM67435","lessthan100K"
"CLM54667","200KandAbove"
"CLM52236","200KandAbove"
"CLM69035","100K-lessthan200K"
"CLM68419","100K-lessthan200K"
"CLM59207","100K-lessthan200K"
"CLM54436","200KandAbove"
"CLM54014","200KandAbove"
"CLM60811","100K-lessthan200K"
"CLM51622","lessthan100K"
"CLM54683","100K-lessthan200K"
"CLM64225","100K-lessthan200K"
"CLM55821","lessthan100K"
"CLM51259","200KandAbove"
"CLM66431","lessthan100K"
"CLM52408","100K-lessthan200K"
"CLM70053","lessthan100K"
"CLM64413","100K-lessthan200K"
"CLM51257","100K-lessthan200K"
"CLM64682","100K-lessthan200K"
"CLM59828","lessthan100K"
"CLM56449","200KandAbove"
"CLM68257","lessthan100K"
"CLM61252","lessthan100K"
"CLM53051","200KandAbove"
"CLM55990","lessthan100K"
"CLM60350","lessthan100K"
"CLM63173","100K-lessthan200K"
"CLM68426","100K-lessthan200K"
"CLM62027","lessthan100K"
"CLM56952","200KandAbove"
"CLM65536","lessthan100K"
"CLM66641","100K-lessthan200K"
"CLM63279","lessthan100K"
"CLM51197","100K-lessthan200K"
"CLM59376","lessthan100K"
"CLM63805","200KandAbove"
"CLM54325","100K-lessthan200K"
"CLM57190","200KandAbove"
"CLM59691","lessthan100K"
"CLM62924","lessthan100K"
"CLM56340","lessthan100K"
"CLM56205","lessthan100K"
"CLM68788","100K-lessthan200K"
"CLM55426","100K-lessthan200K"
"CLM61028","lessthan100K"
"CLM70085","100K-lessthan200K"
"CLM60714","200KandAbove"
"CLM57679","200KandAbove"
"CLM67015","lessthan100K"
"CLM66906","lessthan100K"
"CLM61032","lessthan100K"
"CLM64429","lessthan100K"
"CLM57357","100K-lessthan200K"
"CLM66257","200KandAbove"
"CLM68853","lessthan100K"
"CLM64123","lessthan100K"
"CLM51116","100K-lessthan200K"
"CLM67778","100K-lessthan200K"
"CLM52184","lessthan100K"
"CLM68974","100K-lessthan200K"
"CLM60377","lessthan100K"
"CLM61924","lessthan100K"
"CLM62426","lessthan100K"
"CLM55481","lessthan100K"
"CLM61774","100K-lessthan200K"
"CLM55752","lessthan100K"
"CLM60134","100K-lessthan200K"
"CLM51875","lessthan100K"
"CLM56559","200KandAbove"
"CLM58959","lessthan100K"
"CLM59502","100K-lessthan200K"
"CLM64044","200KandAbove"
"CLM67371","lessthan100K"
"CLM64573","100K-lessthan200K"
"CLM60499","lessthan100K"
"CLM59599","lessthan100K"
"CLM61023","lessthan100K"
"CLM55667","lessthan100K"
"CLM60066","200KandAbove"
"CLM66974","lessthan100K"
"CLM65709","lessthan100K"
"CLM69414","100K-lessthan200K"
"CLM64482","lessthan100K"
"CLM65736","100K-lessthan200K"
"CLM67438","200KandAbove"
"CLM56876","lessthan100K"
"CLM62933","100K-lessthan200K"
"CLM58745","lessthan100K"
"CLM51077","lessthan100K"
"CLM61751","lessthan100K"
"CLM57447","lessthan100K"
"CLM66222","100K-lessthan200K"
"CLM53146","lessthan100K"
"CLM57032","lessthan100K"
"CLM65368","100K-lessthan200K"
"CLM63826","100K-lessthan200K"
"CLM59085","lessthan100K"
"CLM51289","100K-lessthan200K"
"CLM54995","200KandAbove"
"CLM55884","lessthan100K"
"CLM61562","200KandAbove"
"CLM52567","lessthan100K"
"CLM66405","100K-lessthan200K"
"CLM64839","lessthan100K"
"CLM55546","100K-lessthan200K"
"CLM57936","lessthan100K"
"CLM56440","lessthan100K"
"CLM56554","lessthan100K"
"CLM55853","lessthan100K"
"CLM65588","lessthan100K"
"CLM55524","lessthan100K"
"CLM64842","lessthan100K"
"CLM64025","lessthan100K"
"CLM53944","200KandAbove"
"CLM67737","lessthan100K"
"CLM61614","200KandAbove"
"CLM58464","200KandAbove"
"CLM52748","lessthan100K"
"CLM53322","lessthan100K"
"CLM56057","100K-lessthan200K"
"CLM60679","200KandAbove"
"CLM66095","lessthan100K"
"CLM70145","100K-lessthan200K"
"CLM65766","lessthan100K"
"CLM52588","100K-lessthan200K"
"CLM64805","lessthan100K"
"CLM55151","200KandAbove"
"CLM55526","lessthan100K"
"CLM67713","100K-lessthan200K"
"CLM69696","200KandAbove"
"CLM67113","200KandAbove"
"CLM52910","200KandAbove"
"CLM67616","lessthan100K"
"CLM69744","lessthan100K"
"CLM67480","lessthan100K"
"CLM57143","lessthan100K"
"CLM65561","lessthan100K"
"CLM66926","200KandAbove"
"CLM55931","100K-lessthan200K"
"CLM57823","100K-lessthan200K"
"CLM59950","100K-lessthan200K"
"CLM65658","100K-lessthan200K"
"CLM59229","100K-lessthan200K"
"CLM62780","100K-lessthan200K"
"CLM69773","lessthan100K"
"CLM54275","lessthan100K"
"CLM59096","lessthan100K"
"CLM51972","lessthan100K"
"CLM68719","200KandAbove"
"CLM54250","lessthan100K"
"CLM64637","100K-lessthan200K"
"CLM59174","lessthan100K"
"CLM55003","100K-lessthan200K"
"CLM63929","200KandAbove"
"CLM52066","200KandAbove"
"CLM51417","100K-lessthan200K"
"CLM60483","100K-lessthan200K"
"CLM64469","lessthan100K"
"CLM58195","lessthan100K"
"CLM58986","lessthan100K"
"CLM54334","lessthan100K"
"CLM70034","lessthan100K"
"CLM69205","100K-lessthan200K"
"CLM51782","200KandAbove"
"CLM68772","200KandAbove"
"CLM55014","lessthan100K"
"CLM59288","lessthan100K"
"CLM56197","lessthan100K"
"CLM52754","200KandAbove"
"CLM64535","200KandAbove"
"CLM60926","200KandAbove"
"CLM64475","100K-lessthan200K"
"CLM67495","lessthan100K"
"CLM61617","lessthan100K"
"CLM67530","100K-lessthan200K"
"CLM66022","lessthan100K"
"CLM60223","lessthan100K"
"CLM55815","lessthan100K"
"CLM69923","lessthan100K"
"CLM64410","lessthan100K"
"CLM57743","100K-lessthan200K"
"CLM58712","100K-lessthan200K"
"CLM63203","100K-lessthan200K"
"CLM55006","100K-lessthan200K"
"CLM63892","lessthan100K"
"CLM64051","lessthan100K"
"CLM57625","lessthan100K"
"CLM65546","200KandAbove"
"CLM52125","lessthan100K"
"CLM63858","lessthan100K"
"CLM66879","lessthan100K"
"CLM55844","lessthan100K"
"CLM60805","lessthan100K"
"CLM56066","lessthan100K"
"CLM61350","lessthan100K"
"CLM65530","100K-lessthan200K"
"CLM60028","100K-lessthan200K"
"CLM69517","lessthan100K"
"CLM57600","lessthan100K"
"CLM63636","lessthan100K"
"CLM64676","lessthan100K"
"CLM56827","200KandAbove"
"CLM58738","lessthan100K"
"CLM65214","lessthan100K"
"CLM58355","100K-lessthan200K"
"CLM54319","100K-lessthan200K"
"CLM61722","100K-lessthan200K"
"CLM62639","lessthan100K"
"CLM61347","lessthan100K"
"CLM54280","lessthan100K"
"CLM66229","lessthan100K"
"CLM51110","200KandAbove"
"CLM65298","100K-lessthan200K"
"CLM52421","lessthan100K"
"CLM64265","lessthan100K"
"CLM59782","200KandAbove"
"CLM60561","200KandAbove"
"CLM63855","100K-lessthan200K"
"CLM55167","lessthan100K"
"CLM51633","200KandAbove"
"CLM53191","lessthan100K"
"CLM52670","100K-lessthan200K"
"CLM53779","200KandAbove"
"CLM66223","200KandAbove"
"CLM54073","lessthan100K"
"CLM56261","lessthan100K"
"CLM61962","lessthan100K"
"CLM67767","100K-lessthan200K"
"CLM55530","lessthan100K"
"CLM55736","200KandAbove"
"CLM57807","lessthan100K"
"CLM67006","lessthan100K"
"CLM65354","lessthan100K"
"CLM59464","lessthan100K"
"CLM60613","lessthan100K"
"CLM58982","200KandAbove"
"CLM66825","lessthan100K"
"CLM57704","lessthan100K"
"CLM69515","lessthan100K"
"CLM56051","100K-lessthan200K"
"CLM54823","lessthan100K"
"CLM51019","100K-lessthan200K"
"CLM54541","100K-lessthan200K"
"CLM66330","100K-lessthan200K"
"CLM57839","200KandAbove"
"CLM66235","lessthan100K"
"CLM55046","100K-lessthan200K"
"CLM67109","lessthan100K"
"CLM59896","200KandAbove"
"CLM57851","lessthan100K"
"CLM64643","lessthan100K"
"CLM65473","200KandAbove"
"CLM68507","100K-lessthan200K"
"CLM64293","lessthan100K"
"CLM68531","100K-lessthan200K"
"CLM65211","lessthan100K"
"CLM53230","100K-lessthan200K"
"CLM53243","lessthan100K"
"CLM60159","lessthan100K"
"CLM66723","100K-lessthan200K"
"CLM59429","100K-lessthan200K"
"CLM53031","lessthan100K"
"CLM53799","lessthan100K"
"CLM63236","lessthan100K"
"CLM61276","lessthan100K"
"CLM59785","lessthan100K"
"CLM62775","100K-lessthan200K"
"CLM56421","lessthan100K"
"CLM57179","lessthan100K"
"CLM56562","lessthan100K"
"CLM66916","200KandAbove"
"CLM67839","lessthan100K"
"CLM54891","lessthan100K"
"CLM65961","lessthan100K"
"CLM66602","lessthan100K"
"CLM59456","100K-lessthan200K"
"CLM67761","100K-lessthan200K"
"CLM60506","lessthan100K"
"CLM62390","200KandAbove"
"CLM60201","100K-lessthan200K"
"CLM59308","lessthan100K"
"CLM69575","100K-lessthan200K"
"CLM52264","lessthan100K"
"CLM53026","100K-lessthan200K"
"CLM56773","100K-lessthan200K"
"CLM60468","lessthan100K"
"CLM54752","lessthan100K"
"CLM51287","200KandAbove"
"CLM55888","100K-lessthan200K"
"CLM52231","lessthan100K"
"CLM54957","200KandAbove"
"CLM53222","lessthan100K"
"CLM56836","lessthan100K"
"CLM53214","200KandAbove"
"CLM59956","100K-lessthan200K"
"CLM59556","100K-lessthan200K"
"CLM53581","100K-lessthan200K"
"CLM65897","100K-lessthan200K"
"CLM60866","lessthan100K"
"CLM52023","lessthan100K"
"CLM53852","lessthan100K"
"CLM61523","100K-lessthan200K"
"CLM68326","200KandAbove"
"CLM66843","100K-lessthan200K"
"CLM57972","100K-lessthan200K"
"CLM53540","200KandAbove"
"CLM53612","lessthan100K"
"CLM58545","200KandAbove"
"CLM57236","100K-lessthan200K"
"CLM63521","lessthan100K"
"CLM63125","100K-lessthan200K"
"CLM68329","100K-lessthan200K"
"CLM60925","200KandAbove"
"CLM57499","100K-lessthan200K"
"CLM56754","lessthan100K"
"CLM60776","200KandAbove"
"CLM66051","lessthan100K"
"CLM58495","lessthan100K"
"CLM60768","100K-lessthan200K"
"CLM55553","100K-lessthan200K"
"CLM69245","200KandAbove"
"CLM58002","lessthan100K"
"CLM55463","lessthan100K"
"CLM66268","lessthan100K"
"CLM64889","100K-lessthan200K"
"CLM63728","100K-lessthan200K"
"CLM69401","lessthan100K"
"CLM53836","lessthan100K"
"CLM52007","200KandAbove"
"CLM68685","lessthan100K"
"CLM64342","lessthan100K"
"CLM56654","lessthan100K"
"CLM63347","200KandAbove"
"CLM65281","100K-lessthan200K"
"CLM60962","100K-lessthan200K"
"CLM60673","200KandAbove"
"CLM52062","lessthan100K"
"CLM54798","lessthan100K"
"CLM57459","200KandAbove"
"CLM63753","100K-lessthan200K"
"CLM56961","200KandAbove"
"CLM58026","lessthan100K"
"CLM59968","lessthan100K"
"CLM53063","100K-lessthan200K"
"CLM69587","200KandAbove"
"CLM61650","lessthan100K"
"CLM67369","200KandAbove"
"CLM65712","lessthan100K"
"CLM51919","lessthan100K"
"CLM70107","lessthan100K"
"CLM57062","100K-lessthan200K"
"CLM60051","lessthan100K"
"CLM53181","lessthan100K"
"CLM55019","lessthan100K"
"CLM70120","lessthan100K"
"CLM62231","100K-lessthan200K"
"CLM69917","200KandAbove"
"CLM53233","lessthan100K"
"CLM60015","lessthan100K"
"CLM51772","lessthan100K"
"CLM57830","lessthan100K"
"CLM58579","lessthan100K"
"CLM69796","lessthan100K"
"CLM58632","lessthan100K"
"CLM62578","lessthan100K"
"CLM66554","200KandAbove"
"CLM64190","100K-lessthan200K"
"CLM52757","lessthan100K"
"CLM64518","100K-lessthan200K"
"CLM59911","100K-lessthan200K"
"CLM61721","lessthan100K"
"CLM63389","lessthan100K"
"CLM57315","lessthan100K"
"CLM64386","100K-lessthan200K"
"CLM53975","lessthan100K"
"CLM58776","lessthan100K"
"CLM52883","100K-lessthan200K"
"CLM54587","100K-lessthan200K"
"CLM65201","lessthan100K"
"CLM58430","100K-lessthan200K"
"CLM59475","200KandAbove"
"CLM66269","200KandAbove"
"CLM69704","100K-lessthan200K"
"CLM61745","lessthan100K"
"CLM63227","lessthan100K"
"CLM51321","200KandAbove"
"CLM70216","lessthan100K"
"CLM65462","200KandAbove"
"CLM57903","200KandAbove"
"CLM62058","lessthan100K"
"CLM69505","lessthan100K"
"CLM58625","lessthan100K"
"CLM64209","lessthan100K"
"CLM58722","100K-lessthan200K"
"CLM51277","100K-lessthan200K"
"CLM57900","lessthan100K"
"CLM58487","100K-lessthan200K"
"CLM60418","lessthan100K"
"CLM69024","lessthan100K"
"CLM55811","lessthan100K"
"CLM61540","100K-lessthan200K"
"CLM60539","100K-lessthan200K"
"CLM66678","100K-lessthan200K"
"CLM53754","100K-lessthan200K"
"CLM66237","100K-lessthan200K"
"CLM60070","lessthan100K"
"CLM62555","lessthan100K"
"CLM64553","lessthan100K"
"CLM61135","100K-lessthan200K"
"CLM61873","lessthan100K"
"CLM66586","lessthan100K"
"CLM64292","100K-lessthan200K"
"CLM62984","100K-lessthan200K"
"CLM53155","lessthan100K"
"CLM52490","100K-lessthan200K"
"CLM59165","lessthan100K"
"CLM54011","lessthan100K"
"CLM62443","lessthan100K"
"CLM58737","lessthan100K"
"CLM69119","200KandAbove"
"CLM64157","100K-lessthan200K"
"CLM65722","100K-lessthan200K"
"CLM55347","lessthan100K"
"CLM53352","200KandAbove"
"CLM62050","lessthan100K"
"CLM59840","200KandAbove"
"CLM52415","lessthan100K"
"CLM59760","100K-lessthan200K"
"CLM60618","lessthan100K"
"CLM59573","100K-lessthan200K"
"CLM57151","200KandAbove"
"CLM57513","lessthan100K"
"CLM65142","100K-lessthan200K"
"CLM67353","100K-lessthan200K"
"CLM65920","lessthan100K"
"CLM69449","lessthan100K"
"CLM68897","lessthan100K"
"CLM52541","lessthan100K"
"CLM69070","lessthan100K"
"CLM55005","100K-lessthan200K"
"CLM66664","200KandAbove"
"CLM58453","100K-lessthan200K"
"CLM63971","200KandAbove"
"CLM67227","100K-lessthan200K"
"CLM60009","lessthan100K"
"CLM65738","lessthan100K"
"CLM66806","lessthan100K"
"CLM60764","lessthan100K"
"CLM69537","lessthan100K"
"CLM61126","200KandAbove"
"CLM67060","100K-lessthan200K"
"CLM57303","lessthan100K"
"CLM53669","200KandAbove"
"CLM59103","100K-lessthan200K"
"CLM60120","lessthan100K"
"CLM52250","100K-lessthan200K"
"CLM62374","200KandAbove"
"CLM60582","lessthan100K"
"CLM61468","200KandAbove"
"CLM55620","100K-lessthan200K"
"CLM56625","lessthan100K"
"CLM60845","lessthan100K"
"CLM65976","200KandAbove"
"CLM56688","lessthan100K"
"CLM54088","200KandAbove"
"CLM54963","200KandAbove"
"CLM58568","lessthan100K"
"CLM57445","lessthan100K"
"CLM56119","lessthan100K"
"CLM56564","100K-lessthan200K"
"CLM61662","lessthan100K"
"CLM64456","100K-lessthan200K"
"CLM58311","lessthan100K"
"CLM60085","lessthan100K"
"CLM58771","200KandAbove"
"CLM67935","200KandAbove"
"CLM68607","lessthan100K"
"CLM52673","100K-lessthan200K"
"CLM52749","lessthan100K"
"CLM65534","lessthan100K"
"CLM57573","lessthan100K"
"CLM59776","100K-lessthan200K"
"CLM66763","100K-lessthan200K"
"CLM54052","200KandAbove"
"CLM54486","lessthan100K"
"CLM69350","200KandAbove"
"CLM67152","lessthan100K"
"CLM69904","200KandAbove"
"CLM53353","200KandAbove"
"CLM52296","lessthan100K"
"CLM63128","100K-lessthan200K"
"CLM65861","100K-lessthan200K"
"CLM60628","lessthan100K"
"CLM67122","100K-lessthan200K"
"CLM61343","lessthan100K"
"CLM64525","200KandAbove"
"CLM58823","lessthan100K"
"CLM59230","lessthan100K"
"CLM62995","200KandAbove"
"CLM56755","200KandAbove"
"CLM65635","lessthan100K"
"CLM67648","lessthan100K"
"CLM67720","lessthan100K"
"CLM53110","100K-lessthan200K"
"CLM56245","lessthan100K"
"CLM58522","200KandAbove"
"CLM62777","100K-lessthan200K"
"CLM67592","100K-lessthan200K"
"CLM57477","lessthan100K"
"CLM51466","lessthan100K"
"CLM65592","lessthan100K"
"CLM65236","lessthan100K"
"CLM60518","100K-lessthan200K"
"CLM65290","lessthan100K"
"CLM60736","lessthan100K"
"CLM52966","lessthan100K"
"CLM53218","200KandAbove"
"CLM61595","100K-lessthan200K"
"CLM65346","200KandAbove"
"CLM53342","100K-lessthan200K"
"CLM69978","lessthan100K"
"CLM57996","200KandAbove"
"CLM51726","lessthan100K"
"CLM63795","200KandAbove"
"CLM66013","lessthan100K"
"CLM70026","200KandAbove"
"CLM68212","200KandAbove"
"CLM67262","lessthan100K"
"CLM54133","100K-lessthan200K"
"CLM56429","lessthan100K"
"CLM54481","100K-lessthan200K"
"CLM53555","lessthan100K"
"CLM52440","100K-lessthan200K"
"CLM60828","lessthan100K"
"CLM63185","100K-lessthan200K"
"CLM51924","lessthan100K"
"CLM69058","100K-lessthan200K"
"CLM51067","lessthan100K"
"CLM69366","100K-lessthan200K"
"CLM65423","lessthan100K"
"CLM53513","lessthan100K"
"CLM66341","100K-lessthan200K"
"CLM61929","lessthan100K"
"CLM56036","100K-lessthan200K"
"CLM67975","200KandAbove"
"CLM70152","lessthan100K"
"CLM58736","lessthan100K"
"CLM69493","200KandAbove"
"CLM55133","lessthan100K"
"CLM66521","200KandAbove"
"CLM67920","lessthan100K"
"CLM62016","lessthan100K"
"CLM55371","lessthan100K"
"CLM60005","200KandAbove"
"CLM65797","lessthan100K"
"CLM51559","200KandAbove"
