"PolicyID","PolicyType","PolicyForm","Employment_status","BusinessClass","Perperson_Policylimit","PerOccurrence_PolicyLimit","CombinedSingleLimit","ClaimID","PolicyLimitPerInjury"
"P285468",2,1,"N",8,2000000,0,2000000,"CLM61468",2000000
"P279620",2,1,"Y",15,0,0,1000000,"CLM55620",1000000
"P280625",2,1,"Y",26,0,0,1000000,"CLM56625",1000000
"P284845",2,1,"Y",9,0,0,1000000,"CLM60845",1000000
"P289976",2,1,"Y",7,0,0,1000000,"CLM65976",1000000
"P280688",3,1,"Y",8,0,1000000,0,"CLM56688",1000000
"P278088",2,1,"N",7,0,500016,500016,"CLM54088",500016
"P278963",1,1,"Y",8,0,0,50000000,"CLM54963",50000000
"P282568",3,1,"Y",8,0,1000000,1000000,"CLM58568",1000000
"P281445",2,1,"Y",26,25000,50000,0,"CLM57445",25000
"P280119",2,1,"Y",26,0,0,1000000,"CLM56119",1000000
"P280564",2,1,"N",7,0,0,500000,"CLM56564",500000
"P285662",2,1,"Y",8,0,1000000,0,"CLM61662",1000000
"P288456",2,1,"Y",26,0,0,1000001,"CLM64456",1000001
"P282311",2,1,"Y",26,25000,50000,0,"CLM58311",25000
"P284085",3,1,"Y",8,0,1000000,1000000,"CLM60085",1000000
"P282771",2,1,"Y",6,0,1000000,0,"CLM58771",1000000
"P291935",2,1,"Y",8,0,0,1000000,"CLM67935",1000000
"P292607",2,1,"N",7,0,1000016,1000016,"CLM68607",1000016
"P276673",2,1,"Y",7,0,0,2000000,"CLM52673",2000000
"P276749",2,1,"Y",8,0,0,1000000,"CLM52749",1000000
"P289534",4,1,"Y",20,0,1000000,0,"CLM65534",1000000
"P281573",2,1,"N",1,0,0,1000000,"CLM57573",1000000
"P283776",1,1,"Y",1,0,0,1000000,"CLM59776",1000000
"P290763",1,1,"Y",14,0,1000000,0,"CLM66763",1000000
"P278052",3,1,"Y",8,0,1000000,0,"CLM54052",1000000
"P278486",1,1,"Y",8,0,0,1000000,"CLM54486",1000000
"P293350",2,1,"N",7,1000000,0,1000000,"CLM69350",1000000
"P291152",2,1,"Y",7,0,0,1000000,"CLM67152",1000000
"P293904",2,1,"Y",6,0,0,1000000,"CLM69904",1000000
"P277353",2,1,"Y",7,0,0,1000000,"CLM53353",1000000
"P276296",2,1,"Y",26,0,0,1000000,"CLM52296",1000000
"P287128",2,1,"Y",26,0,0,1000001,"CLM63128",1000001
"P289861",2,1,"N",15,0,0,1000000,"CLM65861",1000000
"P284628",1,1,"N",16,0,1000000,0,"CLM60628",1000000
"P291122",2,1,"Y",1,100000,300000,0,"CLM67122",100000
"P285343",1,1,"N",8,0,0,1000000,"CLM61343",1000000
"P288525",2,1,"N",26,0,0,500001,"CLM64525",500001
"P282823",2,1,"Y",15,0,0,1000000,"CLM58823",1000000
"P283230",2,1,"N",26,0,1000000,0,"CLM59230",1000000
"P286995",3,1,"Y",17,0,1000000,0,"CLM62995",1000000
"P280755",2,1,"Y",7,0,0,1500000,"CLM56755",1500000
"P289635",3,1,"Y",8,0,1000000,0,"CLM65635",1000000
"P291648",2,1,"N",7,0,0,1000025,"CLM67648",1000025
"P291720",1,1,"Y",8,0,9950000,0,"CLM67720",9950000
"P277110",2,1,"N",1,0,0,1000000,"CLM53110",1000000
"P280245",2,1,"Y",26,0,0,500001,"CLM56245",500001
"P282522",2,1,"Y",7,0,0,750000,"CLM58522",750000
"P286777",2,1,"N",7,0,0,100031,"CLM62777",100031
"P291592",2,1,"Y",7,0,0,1000000,"CLM67592",1000000
"P281477",1,1,"Y",1,0,500000,0,"CLM57477",500000
"P275466",1,1,"Y",14,0,1000000,0,"CLM51466",1000000
"P289592",3,1,"N",15,1000000,1000000,1000000,"CLM65592",1000000
"P289236",1,1,"Y",8,0,1000000,0,"CLM65236",1000000
"P284518",2,1,"Y",14,0,0,100001,"CLM60518",100001
"P289290",2,1,"Y",26,0,1000000,0,"CLM65290",1000000
"P284736",1,1,"Y",8,0,1000000,0,"CLM60736",1000000
"P276966",2,1,"N",8,25000,50000,0,"CLM52966",25000
"P277218",2,1,"N",18,0,0,1000000,"CLM53218",1000000
"P285595",2,1,"Y",14,0,0,1000000,"CLM61595",1000000
"P289346",2,1,"Y",7,0,0,1000025,"CLM65346",1000025
"P277342",2,1,"Y",7,0,0,500000,"CLM53342",500000
"P293978",2,1,"Y",7,1000025,0,1000025,"CLM69978",1000025
"P281996",1,1,"N",9,0,0,1000000,"CLM57996",1000000
"P275726",4,2,"Y",19,0,500000,0,"CLM51726",500000
"P287795",2,1,"Y",7,0,0,1000000,"CLM63795",1000000
"P290013",3,1,"N",26,0,0,2000000,"CLM66013",2000000
"P294026",2,1,"Y",15,0,0,2000000,"CLM70026",2000000
"P292212",4,2,"Y",19,0,200000,0,"CLM68212",200000
"P291262",1,1,"N",9,0,0,1000000,"CLM67262",1000000
"P278133",3,1,"Y",14,0,500000,0,"CLM54133",500000
"P280429",1,1,"N",8,0,0,1000000,"CLM56429",1000000
"P278481",2,1,"Y",7,0,0,1000000,"CLM54481",1000000
"P277555",4,2,"Y",20,0,1000000,0,"CLM53555",1000000
"P276440",2,1,"Y",26,0,0,750001,"CLM52440",750001
"P284828",2,1,"Y",26,0,0,55000,"CLM60828",55000
"P287185",2,1,"Y",7,0,0,1000000,"CLM63185",1000000
"P275924",2,1,"Y",7,0,0,1000000,"CLM51924",1000000
"P293058",2,1,"Y",26,1000000,0,0,"CLM69058",1000000
"P275067",1,1,"Y",15,0,1000000,1000000,"CLM51067",1000000
"P293366",2,1,"Y",3,0,2500000,0,"CLM69366",2500000
"P289423",1,1,"N",8,0,1000000,0,"CLM65423",1000000
"P277513",1,1,"Y",14,0,0,1000000,"CLM53513",1000000
"P290341",5,2,"N",9,0,1000000,0,"CLM66341",1000000
"P285929",2,1,"Y",14,0,0,1000000,"CLM61929",1000000
"P280036",2,1,"Y",26,100000,300000,0,"CLM56036",100000
"P291975",4,1,"Y",22,0,5000000,5000000,"CLM67975",5000000
"P294152",2,1,"N",8,0,0,3000000,"CLM70152",3000000
"P282736",1,1,"N",17,0,1000000,0,"CLM58736",1000000
"P293493",1,1,"N",8,0,1000000,0,"CLM69493",1000000
"P279133",3,1,"Y",16,0,1000000,0,"CLM55133",1000000
"P290521",4,2,"N",19,0,500000,0,"CLM66521",500000
"P291920",2,1,"Y",26,2000000,2000000,2000000,"CLM67920",2000000
"P286016",3,1,"Y",8,0,2000000,1000000,"CLM62016",2000000
"P279371",1,1,"N",8,0,1000000,0,"CLM55371",1000000
"P284005",2,1,"N",10,0,0,1000000,"CLM60005",1000000
"P289797",2,1,"N",7,0,5000000,0,"CLM65797",5000000
"P275559",1,1,"Y",14,0,0,1000000,"CLM51559",1000000
"P282911",2,1,"N",26,0,0,1000001,"CLM58911",1000001
"P290730",4,2,"N",19,0,200000,600000,"CLM66730",200000
"P279302",1,2,"Y",14,0,1000000,0,"CLM55302",1000000
"P290600",2,1,"Y",7,0,0,5000000,"CLM66600",5000000
"P289207",2,1,"Y",9,0,0,1000000,"CLM65207",1000000
"P276244",4,2,"N",19,0,200000,0,"CLM52244",200000
"P282947",3,1,"Y",26,0,1000000,0,"CLM58947",1000000
"P281510",2,1,"Y",8,0,500000,0,"CLM57510",500000
"P277450",3,1,"N",26,0,1000000,0,"CLM53450",1000000
"P281966",4,2,"Y",19,0,200000,0,"CLM57966",200000
"P292143",2,1,"Y",26,0,0,1000000,"CLM68143",1000000
"P288251",1,1,"Y",1,0,0,500000,"CLM64251",500000
"P285661",1,1,"N",14,0,1000000,0,"CLM61661",1000000
"P290684",2,1,"Y",7,0,0,1000000,"CLM66684",1000000
"P292010",1,1,"Y",8,0,1000000,0,"CLM68010",1000000
"P279470",2,1,"N",10,0,0,1000000,"CLM55470",1000000
"P289563",2,1,"Y",7,100000,100000,100000,"CLM65563",100000
"P289429",2,1,"Y",8,0,1000000,0,"CLM65429",1000000
"P277833",2,1,"Y",7,1000000,1000000,1000000,"CLM53833",1000000
"P289136",2,1,"Y",14,0,0,1000000,"CLM65136",1000000
"P276030",4,1,"N",22,0,5000000,5000000,"CLM52030",5000000
"P288589",1,1,"N",16,0,1000000,0,"CLM64589",1000000
"P275911",3,1,"Y",6,0,0,1000000,"CLM51911",1000000
"P289734",2,1,"N",7,0,0,1000000,"CLM65734",1000000
"P277478",2,1,"Y",14,0,0,1000000,"CLM53478",1000000
"P283991",5,1,"N",26,0,1000000,2000000,"CLM59991",1000000
"P286012",2,1,"Y",14,1000000,1000000,100000,"CLM62012",1000000
"P279339",3,1,"Y",26,0,1000000,0,"CLM55339",1000000
"P275413",1,1,"N",26,0,1000000,0,"CLM51413",1000000
"P285997",2,1,"Y",26,0,0,500001,"CLM61997",500001
"P279840",3,1,"Y",8,0,1000000,1000000,"CLM55840",1000000
"P288232",2,1,"Y",15,50000,100000,0,"CLM64232",50000
"P291523",4,2,"Y",19,0,200000,0,"CLM67523",200000
"P290349",1,1,"Y",26,0,1000000,0,"CLM66349",1000000
"P276205",2,1,"Y",7,0,500000,0,"CLM52205",500000
"P291581",2,1,"Y",8,25000,50000,0,"CLM67581",25000
"P283897",4,2,"Y",19,0,1000000,0,"CLM59897",1000000
"P291638",4,2,"N",19,0,200000,0,"CLM67638",200000
"P275068",3,1,"Y",16,0,1000000,0,"CLM51068",1000000
"P286502",2,1,"Y",8,0,1000000,0,"CLM62502",1000000
"P275724",2,1,"Y",26,25000,50000,0,"CLM51724",25000
"P282395",2,1,"Y",7,0,500016,500016,"CLM58395",500016
"P289512",2,1,"Y",14,1000000,0,0,"CLM65512",1000000
"P275923",3,1,"Y",14,0,0,500000,"CLM51923",500000
"P289744",2,1,"Y",26,0,1000000,0,"CLM65744",1000000
"P286916",3,1,"Y",26,0,0,500000,"CLM62916",500000
"P288164",2,1,"Y",8,0,0,1000000,"CLM64164",1000000
"P278370",2,1,"N",7,0,0,1000000,"CLM54370",1000000
"P290371",1,1,"Y",8,0,1000000,0,"CLM66371",1000000
"P285719",1,1,"N",6,0,1000000,0,"CLM61719",1000000
"P279438",1,1,"N",26,0,1000000,0,"CLM55438",1000000
"P287640",2,1,"Y",14,0,1000000,0,"CLM63640",1000000
"P289826",3,1,"Y",17,0,300000,0,"CLM65826",300000
"P288913",2,1,"Y",7,0,0,1000008,"CLM64913",1000008
"P276960",2,1,"Y",26,0,0,1000000,"CLM52960",1000000
"P275922",2,1,"Y",13,0,0,1000000,"CLM51922",1000000
"P287643",2,2,"Y",8,0,0,1000000,"CLM63643",1000000
"P288290",2,1,"N",1,0,0,500000,"CLM64290",500000
"P291012",2,1,"Y",26,0,1000000,0,"CLM67012",1000000
"P278468",4,1,"N",22,0,5000000,5000000,"CLM54468",5000000
"P291564",2,1,"Y",7,0,0,750000,"CLM67564",750000
"P276525",2,1,"Y",7,0,0,1000000,"CLM52525",1000000
"P275246",2,1,"Y",7,0,0,750025,"CLM51246",750025
"P293351",2,1,"N",7,0,1000000,0,"CLM69351",1000000
"P292976",2,1,"Y",8,0,0,1000001,"CLM68976",1000001
"P292044",2,1,"N",14,0,0,1000000,"CLM68044",1000000
"P276862",1,1,"Y",8,0,0,1000000,"CLM52862",1000000
"P281240",2,1,"Y",7,0,0,5000000,"CLM57240",5000000
"P278550",4,2,"Y",19,0,0,500000,"CLM54550",500000
"P286982",2,1,"Y",7,0,0,1000000,"CLM62982",1000000
"P290812",3,1,"N",8,0,1000000,0,"CLM66812",1000000
"P278007",2,1,"Y",10,1000000,1000000,0,"CLM54007",1000000
"P281555",1,1,"N",2,0,0,1000000,"CLM57555",1000000
"P281790",4,2,"N",19,0,750000,0,"CLM57790",750000
"P289024",1,1,"Y",8,0,0,1000000,"CLM65024",1000000
"P282139",2,1,"Y",26,0,500000,0,"CLM58139",500000
"P289373",2,1,"N",7,0,0,1000000,"CLM65373",1000000
"P281009",2,1,"Y",7,1000000,1000000,0,"CLM57009",1000000
"P287422",2,1,"Y",8,0,0,500000,"CLM63422",500000
"P286855",2,1,"Y",8,0,0,1000000,"CLM62855",1000000
"P280259",2,1,"Y",8,0,1000000,0,"CLM56259",1000000
"P289466",2,2,"Y",7,0,0,1000000,"CLM65466",1000000
"P290650",2,1,"Y",26,0,0,2000000,"CLM66650",2000000
"P280001",4,2,"Y",19,0,1000000,0,"CLM56001",1000000
"P281826",1,1,"N",8,0,0,1000000,"CLM57826",1000000
"P293998",2,1,"Y",15,0,0,1000000,"CLM69998",1000000
"P287976",1,2,"N",1,0,1000000,0,"CLM63976",1000000
"P289634",2,1,"Y",7,0,0,500000,"CLM65634",500000
"P282252",2,1,"Y",8,0,0,1000000,"CLM58252",1000000
"P280720",2,1,"Y",6,0,0,1000000,"CLM56720",1000000
"P278483",2,1,"Y",7,1000000,0,0,"CLM54483",1000000
"P293313",1,1,"Y",8,0,1000000,1000000,"CLM69313",1000000
"P292811",2,1,"N",26,0,0,1000000,"CLM68811",1000000
"P285732",2,1,"Y",8,0,0,1000000,"CLM61732",1000000
"P275227",2,1,"Y",14,0,0,1000000,"CLM51227",1000000
"P277893",2,1,"Y",7,0,0,1000005,"CLM53893",1000005
"P293283",2,1,"Y",14,0,0,1000000,"CLM69283",1000000
"P293686",2,1,"Y",7,0,500000,0,"CLM69686",500000
"P278791",1,1,"Y",7,0,1000000,0,"CLM54791",1000000
"P291796",2,1,"Y",26,0,0,1000000,"CLM67796",1000000
"P293902",1,1,"Y",13,0,0,1000000,"CLM69902",1000000
"P290293",2,1,"N",26,0,0,1000001,"CLM66293",1000001
"P286178",2,1,"Y",8,0,0,1000000,"CLM62178",1000000
"P277299",2,1,"N",14,0,0,1000000,"CLM53299",1000000
"P284116",3,1,"Y",14,0,1000000,0,"CLM60116",1000000
"P288070",2,1,"Y",26,0,0,500000,"CLM64070",500000
"P286303",2,1,"Y",8,0,0,1000000,"CLM62303",1000000
"P292126",4,2,"Y",19,0,200000,600000,"CLM68126",200000
"P282869",2,1,"Y",18,0,0,1000000,"CLM58869",1000000
"P283566",1,1,"Y",14,0,0,1000000,"CLM59566",1000000
"P278092",4,2,"N",19,0,1000000,0,"CLM54092",1000000
"P288688",2,1,"Y",7,50000,100000,0,"CLM64688",50000
"P277377",2,1,"Y",7,0,1000000,0,"CLM53377",1000000
"P293805",2,1,"Y",8,0,0,1000000,"CLM69805",1000000
"P291265",2,1,"Y",8,0,0,1000000,"CLM67265",1000000
"P278036",3,1,"Y",14,0,1000000,0,"CLM54036",1000000
"P290056",1,1,"Y",1,0,500000,0,"CLM66056",500000
"P279909",2,1,"Y",26,1000000,1000000,1000000,"CLM55909",1000000
"P275690",2,1,"Y",26,0,0,2000000,"CLM51690",2000000
"P286596",2,1,"Y",7,0,0,1000000,"CLM62596",1000000
"P283721",2,1,"Y",7,0,0,1000000,"CLM59721",1000000
"P275150",1,1,"N",6,0,0,1000000,"CLM51150",1000000
"P292156",2,1,"N",26,0,0,500025,"CLM68156",500025
"P288279",2,1,"Y",14,1000000,0,0,"CLM64279",1000000
"P278571",2,1,"N",7,1000000,1000000,1000000,"CLM54571",1000000
"P275901",4,2,"Y",19,0,500000,0,"CLM51901",500000
"P285935",4,2,"N",19,0,1000000,3000000,"CLM61935",1000000
"P282824",4,1,"N",22,0,5000000,5000000,"CLM58824",5000000
"P281227",2,1,"Y",7,0,0,750069,"CLM57227",750069
"P281527",2,1,"Y",7,0,0,500000,"CLM57527",500000
"P289052",2,1,"Y",7,0,1000000,1000000,"CLM65052",1000000
"P288867",2,1,"N",26,0,0,1000000,"CLM64867",1000000
"P278353",4,1,"N",22,0,5000000,5000000,"CLM54353",5000000
"P283837",2,1,"N",9,250000,500000,500000,"CLM59837",250000
"P275625",2,1,"Y",7,0,1000000,0,"CLM51625",1000000
"P283309",3,1,"Y",8,0,100000,0,"CLM59309",100000
"P276734",4,1,"N",19,0,0,600000,"CLM52734",600000
"P286640",3,1,"Y",26,0,1000000,1000000,"CLM62640",1000000
"P276708",2,1,"Y",8,0,0,1000000,"CLM52708",1000000
"P278137",2,1,"N",7,1000000,0,0,"CLM54137",1000000
"P286796",2,1,"Y",10,0,0,1000000,"CLM62796",1000000
"P281489",2,1,"Y",7,0,750040,0,"CLM57489",750040
"P283403",1,1,"Y",26,0,0,1000000,"CLM59403",1000000
"P288526",4,1,"N",19,0,200000,0,"CLM64526",200000
"P286177",2,1,"N",7,0,0,1000000,"CLM62177",1000000
"P286563",2,1,"Y",26,0,0,1000000,"CLM62563",1000000
"P284227",4,1,"N",22,0,5000000,5000000,"CLM60227",5000000
"P293816",2,1,"Y",7,0,0,1000000,"CLM69816",1000000
"P287688",2,1,"N",7,0,0,500000,"CLM63688",500000
"P286336",2,1,"Y",14,500000,500000,0,"CLM62336",500000
"P292303",2,1,"N",26,0,500000,0,"CLM68303",500000
"P276293",1,1,"Y",8,0,0,1000000,"CLM52293",1000000
"P287735",2,2,"N",7,0,0,1000000,"CLM63735",1000000
"P279219",1,1,"Y",14,0,0,1000000,"CLM55219",1000000
"P280131",2,1,"N",10,0,0,600000,"CLM56131",600000
"P288616",3,1,"Y",14,0,0,1000000,"CLM64616",1000000
"P277937",2,1,"Y",26,100000,0,0,"CLM53937",100000
"P291570",2,1,"Y",2,0,1000000,0,"CLM67570",1000000
"P285825",2,1,"Y",7,0,0,500000,"CLM61825",500000
"P275578",2,1,"Y",14,0,0,500000,"CLM51578",500000
"P287621",2,1,"N",7,0,0,2000000,"CLM63621",2000000
"P288862",2,1,"Y",26,0,1000000,0,"CLM64862",1000000
"P277554",1,1,"Y",22,0,1000000,0,"CLM53554",1000000
"P293489",2,1,"Y",7,0,0,5000000,"CLM69489",5000000
"P287209",1,1,"Y",3,0,1000000,0,"CLM63209",1000000
"P288701",2,1,"Y",8,0,0,1000000,"CLM64701",1000000
"P278738",3,1,"N",8,0,1000000,0,"CLM54738",1000000
"P281644",2,1,"N",7,0,0,1000000,"CLM57644",1000000
"P281107",2,1,"Y",7,0,0,1000000,"CLM57107",1000000
"P285207",2,1,"Y",14,0,0,1000000,"CLM61207",1000000
"P279680",2,1,"Y",14,0,0,1000000,"CLM55680",1000000
"P287144",2,1,"Y",14,0,0,1000000,"CLM63144",1000000
"P280232",2,1,"Y",14,0,0,1000025,"CLM56232",1000025
"P278948",1,1,"Y",8,0,0,50000000,"CLM54948",50000000
"P292204",1,1,"Y",14,0,1000000,0,"CLM68204",1000000
"P280831",2,1,"N",26,0,0,1000001,"CLM56831",1000001
"P284189",5,1,"Y",26,0,1000000,0,"CLM60189",1000000
"P290893",2,1,"Y",7,0,0,1000000,"CLM66893",1000000
"P277695",3,1,"Y",7,0,100000,0,"CLM53695",100000
"P290288",2,1,"Y",26,500000,500000,500000,"CLM66288",500000
"P279067",1,1,"N",6,0,1000000,0,"CLM55067",1000000
"P283431",2,1,"Y",7,0,0,1000000,"CLM59431",1000000
"P277073",2,1,"Y",14,0,0,1000000,"CLM53073",1000000
"P285447",3,1,"N",26,0,1000000,0,"CLM61447",1000000
"P292949",2,1,"N",26,0,0,1000001,"CLM68949",1000001
"P280617",2,1,"N",8,0,0,1000000,"CLM56617",1000000
"P280915",2,1,"Y",7,0,0,1000000,"CLM56915",1000000
"P281196",2,1,"Y",7,0,1000000,0,"CLM57196",1000000
"P293403",2,1,"Y",7,0,0,2000000,"CLM69403",2000000
"P289029",2,1,"Y",8,0,0,1000000,"CLM65029",1000000
"P286658",2,1,"N",7,0,0,1000031,"CLM62658",1000031
"P280626",1,1,"Y",6,0,1000000,0,"CLM56626",1000000
"P285587",2,1,"Y",7,0,0,5000000,"CLM61587",5000000
"P293264",1,1,"N",26,0,500000,0,"CLM69264",500000
"P275298",3,1,"Y",1,0,1500000,0,"CLM51298",1500000
"P284904",4,2,"Y",19,0,1000000,0,"CLM60904",1000000
"P284538",2,1,"Y",7,0,300000,0,"CLM60538",300000
"P280097",2,1,"N",8,5000000,0,0,"CLM56097",5000000
"P275403",4,2,"N",20,0,1000000,1000000,"CLM51403",1000000
"P293618",2,1,"Y",26,0,1000000,0,"CLM69618",1000000
"P290171",2,1,"Y",26,0,0,1000000,"CLM66171",1000000
"P293705",2,1,"Y",15,0,0,1000000,"CLM69705",1000000
"P291511",2,1,"Y",6,0,2500000,2500000,"CLM67511",2500000
"P293251",2,1,"Y",7,0,1000000,1000000,"CLM69251",1000000
"P293579",2,1,"N",8,0,0,1000000,"CLM69579",1000000
"P292047",4,2,"N",19,0,200000,0,"CLM68047",200000
"P291291",2,1,"N",1,0,0,500000,"CLM67291",500000
"P288961",2,1,"Y",7,0,0,1000003,"CLM64961",1000003
"P283751",3,1,"N",25,0,1000000,1000000,"CLM59751",1000000
"P275349",1,1,"Y",26,0,0,1000000,"CLM51349",1000000
"P292550",2,1,"Y",26,0,0,1000000,"CLM68550",1000000
"P287701",1,1,"Y",3,0,1000000,0,"CLM63701",1000000
"P293116",2,1,"N",7,0,0,1000031,"CLM69116",1000031
"P287380",2,1,"N",8,0,500000,0,"CLM63380",500000
"P275001",2,1,"N",7,5000000,5000000,0,"CLM51001",5000000
"P276557",1,1,"Y",26,0,1000000,1000000,"CLM52557",1000000
"P287763",2,1,"Y",7,0,0,750000,"CLM63763",750000
"P278381",2,1,"N",8,0,0,300000,"CLM54381",300000
"P275465",1,1,"N",26,0,0,1000000,"CLM51465",1000000
"P291714",1,1,"Y",26,0,0,100000,"CLM67714",100000
"P286569",3,1,"Y",13,0,1000000,0,"CLM62569",1000000
"P291117",2,1,"Y",26,0,0,1000000,"CLM67117",1000000
"P290461",2,1,"Y",7,0,1000000,0,"CLM66461",1000000
"P292704",2,1,"N",26,1000000,100000000,0,"CLM68704",1000000
"P281327",2,1,"Y",8,0,0,1000000,"CLM57327",1000000
"P281285",2,1,"Y",8,0,0,1000000,"CLM57285",1000000
"P283852",2,1,"N",26,0,0,500000,"CLM59852",500000
"P289391",2,1,"N",8,0,1000000,0,"CLM65391",1000000
"P294140",2,1,"N",14,25000,50000,0,"CLM70140",25000
"P276983",2,1,"Y",26,0,0,1000000,"CLM52983",1000000
"P279199",2,1,"Y",26,0,0,1000000,"CLM55199",1000000
"P287652",2,1,"Y",14,0,0,1000000,"CLM63652",1000000
"P290139",1,1,"N",17,0,1000000,0,"CLM66139",1000000
"P285281",2,1,"Y",8,0,0,1000000,"CLM61281",1000000
"P276182",3,1,"Y",26,0,1000000,0,"CLM52182",1000000
"P292401",2,1,"Y",8,500000,500000,0,"CLM68401",500000
"P280163",2,1,"Y",8,0,0,1000000,"CLM56163",1000000
"P278849",2,1,"N",7,0,0,1000000,"CLM54849",1000000
"P278830",4,2,"N",22,0,500000,0,"CLM54830",500000
"P292679",2,1,"Y",1,0,0,1000000,"CLM68679",1000000
"P277653",2,1,"Y",7,0,0,1000000,"CLM53653",1000000
"P284132",2,1,"Y",8,1000000,1000000,1000000,"CLM60132",1000000
"P285555",2,1,"Y",6,0,0,2000000,"CLM61555",2000000
"P289085",2,1,"N",7,0,0,1000008,"CLM65085",1000008
"P285530",5,1,"N",23,0,1000000,0,"CLM61530",1000000
"P279176",3,1,"N",26,0,1000000,0,"CLM55176",1000000
"P275168",4,2,"N",22,0,10000000,0,"CLM51168",10000000
"P275660",2,1,"Y",7,0,0,2000000,"CLM51660",2000000
"P277562",4,2,"Y",19,0,200000,0,"CLM53562",200000
"P293101",2,1,"N",14,0,0,1000000,"CLM69101",1000000
"P275701",1,1,"Y",14,0,1000000,1000000,"CLM51701",1000000
"P279140",1,1,"Y",6,0,0,1000000,"CLM55140",1000000
"P288559",4,2,"Y",19,0,0,500000,"CLM64559",500000
"P293691",1,1,"Y",1,0,100000,0,"CLM69691",100000
"P287274",1,1,"Y",16,0,1000000,0,"CLM63274",1000000
"P291083",4,2,"N",26,0,1000000,0,"CLM67083",1000000
"P285518",2,1,"Y",14,0,100000,0,"CLM61518",100000
"P293447",2,1,"Y",7,0,0,1000010,"CLM69447",1000010
"P289805",4,1,"N",22,0,5000000,5000000,"CLM65805",5000000
"P289321",2,1,"N",6,300000,500000,0,"CLM65321",300000
"P282901",2,1,"Y",9,500000,0,0,"CLM58901",500000
"P277078",2,1,"N",14,0,0,1000000,"CLM53078",1000000
"P284553",2,1,"N",1,0,0,500000,"CLM60553",500000
"P287539",3,1,"Y",26,0,0,1000000,"CLM63539",1000000
"P277077",4,2,"Y",19,0,1000000,0,"CLM53077",1000000
"P284105",2,1,"Y",7,1000000,0,0,"CLM60105",1000000
"P293581",2,1,"Y",7,0,0,1000000,"CLM69581",1000000
"P278515",2,1,"Y",7,0,0,1000000,"CLM54515",1000000
"P281360",2,1,"Y",14,0,0,1000000,"CLM57360",1000000
"P293639",3,1,"Y",26,0,0,1000000,"CLM69639",1000000
"P292910",4,1,"N",22,0,5000000,5000000,"CLM68910",5000000
"P283082",1,1,"Y",14,0,0,1000000,"CLM59082",1000000
"P291469",4,2,"N",22,0,100000,0,"CLM67469",100000
"P293786",2,1,"Y",14,0,0,1000000,"CLM69786",1000000
"P290034",3,1,"Y",14,0,1000000,0,"CLM66034",1000000
"P284279",2,1,"N",7,0,0,1000005,"CLM60279",1000005
"P293825",2,1,"Y",7,0,3000000,0,"CLM69825",3000000
"P292615",3,1,"Y",14,0,0,1000000,"CLM68615",1000000
"P285342",2,1,"Y",7,1000000,0,0,"CLM61342",1000000
"P279912",2,1,"Y",7,0,0,1000000,"CLM55912",1000000
"P290593",1,1,"N",13,0,1000000,0,"CLM66593",1000000
"P292413",4,2,"N",19,0,500000,0,"CLM68413",500000
"P287678",2,1,"Y",13,0,0,1000000,"CLM63678",1000000
"P284036",4,2,"N",26,0,1000000,0,"CLM60036",1000000
"P287286",2,1,"Y",14,0,0,1000000,"CLM63286",1000000
"P279476",1,1,"Y",26,0,0,1000000,"CLM55476",1000000
"P277148",1,1,"Y",8,0,1000000,0,"CLM53148",1000000
"P288523",2,1,"Y",7,0,0,1000000,"CLM64523",1000000
"P293507",2,1,"Y",7,0,1000016,1000016,"CLM69507",1000016
"P283660",2,1,"N",7,0,500016,500016,"CLM59660",500016
"P289721",2,1,"Y",5,0,0,1000000,"CLM65721",1000000
"P279096",2,1,"N",8,25000,50000,0,"CLM55096",25000
"P289969",2,1,"Y",7,0,0,1000000,"CLM65969",1000000
"P275539",2,1,"Y",8,0,1000000,0,"CLM51539",1000000
"P278924",1,1,"Y",8,0,0,50000000,"CLM54924",50000000
"P278953",1,1,"Y",8,0,0,50000000,"CLM54953",50000000
"P289421",2,1,"Y",15,0,0,1000000,"CLM65421",1000000
"P292484",2,1,"Y",7,0,0,1000000,"CLM68484",1000000
"P286168",2,1,"N",8,0,0,2000000,"CLM62168",2000000
"P279372",2,1,"N",2,300000,0,0,"CLM55372",300000
"P281218",2,1,"Y",14,0,0,1000000,"CLM57218",1000000
"P278065",2,1,"Y",7,0,0,5000000,"CLM54065",5000000
"P286654",2,1,"Y",6,0,0,1000000,"CLM62654",1000000
"P286296",2,1,"Y",14,0,0,1000000,"CLM62296",1000000
"P282577",1,1,"Y",26,0,1000000,2000000,"CLM58577",1000000
"P285191",2,1,"Y",14,0,0,1000000,"CLM61191",1000000
"P286436",5,1,"N",26,0,0,1000000,"CLM62436",1000000
"P286761",1,1,"Y",26,0,1000000,0,"CLM62761",1000000
"P284197",2,1,"Y",8,0,0,1000000,"CLM60197",1000000
"P280934",1,1,"Y",26,0,2000000,0,"CLM56934",2000000
"P285197",3,1,"Y",14,0,1000000,0,"CLM61197",1000000
"P288206",2,1,"Y",6,0,1000000,0,"CLM64206",1000000
"P281630",2,1,"N",9,250000,500000,500000,"CLM57630",250000
"P276831",2,1,"Y",6,0,0,1000000,"CLM52831",1000000
"P284402",2,1,"Y",7,0,0,1000000,"CLM60402",1000000
"P282299",1,1,"Y",8,0,1000000,0,"CLM58299",1000000
